| Token | Head | Distance |
|---|---|---|
| Mot | såg | 3 |
| den | stenbotten | 1 |
| ljusa | stenbotten | 1 |
| stenbotten | såg | 1 |
| såg | cirklade | 3 |
| jag | såg | 1 |
| då | såg | 1 |
| ett | stim | 1 |
| stort | stim | 1 |
| stim | cirklade | 1 |
| medelstora | rödingar | 1 |
| rödingar | cirklade | 1 |
| som | cirklade | 1 |
| cirklade | såg | 2 |
| omkring | cirklade | 1 |
| mitt | blänke | 1 |
| blänke | cirklade | 1 |
| Fiskarna | var | 1 |
| var | verkade | 2 |
| tydligen | var | 1 |
| inte | var | 1 |
| på | hugget | 1 |
| hugget | var | 1 |
| men | verkade | 1 |
| verkade | var | 1 |
| i | fall | 1 |
| alla | fall | 1 |
| fall | verkade | 1 |
| intresserade | verkade | 1 |
| av | draget | 1 |
| det | draget | 1 |
| svängande | draget | 1 |
| draget | verkade | 2 |
| med | larven | 1 |
| den | larven | 1 |
| lockande | larven | 1 |
| larven | draget | 2 |
| Då | gick | 2 |
| och | gick | 2 |
| gick | stötte | 2 |
| de | gick | 1 |
| fram | gick | 1 |
| mot | kroken | 1 |
| kroken | stötte | 1 |
| men | stötte | 1 |
| stötte | stötte | 1 |
| den | masken | 1 |
| utan | smaka | 1 |
| att | smaka | 1 |
| smaka | stötte | 2 |
| på | masken | 1 |
| masken | smaka | 1 |
| Här | tänkte | 1 |
| måste | tänkte | 2 |
| användas | tänkte | 2 |
| list | tänkte | 1 |
| tänkte | tänkte | 1 |
| jag | tänkte | 1 |
| och | drog | 1 |
| drog | drog | 1 |
| ständigt | drog | 1 |
| undan | drog | 1 |
| blänket | drog | 1 |
| var | närmade | 3 |
| gång | närmade | 1 |
| en | gång | 1 |
| röding | närmade | 1 |
| närmade | närmade | 1 |
| sig | närmade | 1 |

Average dependency distance: 1.43
