| Token | Head | Distance |
|---|---|---|
| Man | vill | 1 |
| vill | ta | 1 |
| kanske | vill | 2 |
| ta | hem | 1 |
| hem | sitt | 1 |
| sitt | arbete | 1 |
| arbete | till | 1 |
| till | datorn | 1 |
| datorn | hemma | 1 |
| hemma | då | 2 |
| då | kan | 1 |
| kan | man | 1 |
| man | hämta | 1 |
| hämta | det | 1 |
| det | från | 1 |
| från | en | 1 |
| en | dator | 1 |
| dator | och | 1 |
| och | skicka | 1 |
| skicka | till | 1 |
| till | en | 1 |
| en | annan | 1 |
| annan | Självklart | 3 |
| Självklart | så | 1 |
| så | finns | 1 |
| finns | det | 1 |
| det | flera | 1 |
| flera | andra | 1 |
| andra | exempel | 1 |
| exempel | på | 1 |
| på | hur | 1 |
| hur | man | 1 |
| man | kan | 1 |
| kan | använda | 1 |
| använda | filöverföringen | 1 |
| filöverföringen | Protokollet | 1 |
| Protokollet | för | 1 |
| för | filöverföring | 1 |
| filöverföring | kallas | 1 |
| kallas | för | 1 |
| för | FTP | 1 |
| FTP | File | 1 |
| File | Transfer | 1 |
| Transfer | Protocol | 1 |
| Protocol | När | 2 |
| När | man | 1 |
| man | göra | 1 |
| göra | en | 1 |
| en | filöverföring | 1 |
| filöverföring | så | 1 |
| så | använder | 1 |
| använder | man | 1 |
| man | sig | 1 |
| sig | av | 1 |
| av | ett | 1 |
| ett | program | 1 |
| program | som | 1 |
| som | kallas | 1 |
| kallas | för | 1 |
| för | FTP | 1 |
| FTP | Man | 2 |
| Man | startar | 1 |
| startar | oftast | 1 |
| oftast | FTP | 1 |
| FTP | genom | 1 |
| genom | att | 1 |
| att | liksom | 1 |
| liksom | med | 1 |
| med | TELNET | 1 |
| TELNET | skriva | 1 |
| skriva | FTP | 1 |
| FTP | och | 1 |
| och | sen | 1 |
| sen | domännamnet | 1 |
| domännamnet | på | 1 |
| på | dn | 1 |
| dn | dator | 1 |
| dator | som | 1 |
| som | du | 1 |
| du | vill | 1 |
| vill | koppla | 1 |
| koppla | upp | 1 |
| upp | dig | 1 |
| dig | till | 1 |

Average dependency distance: 162/111 = 1.46
