| Token | Head | Distance |
|---|---|---|
| Minidator | En | 1 |
| En | minidator | 1 |
| minidator | är | 1 |
| är | stor | 1 |
| stor | som | 1 |
| som | ett | 1 |
| ett | kylskåp | 1 |
| och | hade | 1 |
| hade | förr | 1 |
| förr | "dumma" | 1 |
| "dumma" | terminaler | 1 |
| terminaler | anslutna | 1 |
| anslutna | , | 1 |
| , | numera | 1 |
| numera | ersatta | 1 |
| ersatta | av | 1 |
| av | persondatorer | 1 |
| De | kallas | 1 |
| kallas | för | 1 |
| för | minidatorer | 1 |
| minidatorer | därför | 1 |
| därför | att | 1 |
| att | de | 1 |
| de | är | 1 |
| är | mindre | 1 |
| mindre | än | 1 |
| än | stordatorer | 1 |
| Minidatorer | uppkom | 1 |
| uppkom | som | 1 |
| som | ett | 1 |
| ett | billigare | 1 |
| billigare | och | 1 |
| och | behändigare | 1 |
| behändigare | alternativ | 1 |
| Pionjär | var | 1 |
| var | Digital | 1 |
| Digital | (numera | 1 |
| (numera | Compaq) | 1 |
| Compaq) | på | 1 |
| på | tidigt | 1 |
| tidigt | 60-tal | 1 |
| men | idag | 1 |
| idag | är | 1 |
| är | det | 1 |
| det | bara | 1 |
| bara | IBM | 1 |
| IBM | som | 1 |
| som | framgångsrikt | 1 |
| framgångsrikt | marknadsför | 1 |
| marknadsför | minidatorer | 1 |
| minidatorer | , | 1 |
| , | nämligen | 1 |
| nämligen | AS-400 | 1 |
| AS-400 | . | 1 |

Total dependency distance: 105
Number of tokens: 79
Average dependency distance: 105 / 79 = 1.33
