| Word | Head | Distance |
|---|---|---|
| Målet | varit | 1 |
| med | varit | 1 |
| denna | studie | 1 |
| har | varit | 1 |
| varit | kunna | 1 |
| att | kunna | 1 |
| genom | granskning | 1 |
| granskning | kunna | 1 |
| av | organisation | 1 |
| organisation | kunna | 1 |
| , | kunna | 1 |
| processer | kunna | 1 |
| och | kunna | 1 |
| teknologi | kunna | 1 |
| kunna | ge | 1 |
| ge | leder | 1 |
| som | leder | 1 |
| leder | till | 1 |
| till | effektivare | 1 |
| effektivare | kunskapsöverföring | 1 |
| . | null | 0 |
| Som | har | 1 |
| underlag | har | 1 |
| för | har | 1 |
| denna | utredning | 1 |
| kvalitativa | utredning | 1 |
| utredning | har | 1 |
| har | genomförts | 1 |
| genomförts | legat | 1 |
| legat | till | 1 |
| till | grund | 1 |
| grund | för | 1 |
| för | den | 1 |
| den | teoretiska | 1 |
| teoretiska | referensramen | 1 |
| . | null | 0 |
| Parallellt | påbörjades | 1 |
| med | påbörjades | 1 |
| litteraturstudien | påbörjades | 1 |
| påbörjades | undersökningen | 1 |
| den | undersökningen | 1 |
| empiriska | undersökningen | 1 |
| undersökningen | utgjordes | 1 |
| som | utgjordes | 1 |
| främst | utgjordes | 1 |
| utgjordes | av | 1 |
| av | intervjuer | 1 |
| intervjuer | utgjordes | 1 |
| på | utgjordes | 1 |
| företaget | utgjordes | 1 |
| samt | utgjordes | 1 |
| observationer | utgjordes | 1 |
| av | observationer | 1 |
| arbetet | observationer | 1 |
| på | observationer | 1 |
| den | avdelningen | 1 |
| studerade | avdelningen | 1 |
| avdelningen | observationer | 1 |
| . | null | 0 |

The average dependency distance is 185/150=1.23.
